umur,jenis_kelamin,pekerjaan,gaji,is_menikah,berat,tinggi,is_merokok,pendidikan,ever_stress
52,Perempuan,PNS,6782119.925,1,49.02045682,164.5350582,0,S1,1
45,Perempuan,Pegawai swasta,7337387.111,1,68.15753824,169.7339298,0,S1,0
51,Laki-laki,Pengangguran,3050890.305,1,52.72138934,173.2881907,1,SMA,1
48,Perempuan,PNS,8432803.058,1,56.40839386,165.1500724,0,S1,0
39,Laki-laki,PNS,13337830.94,1,54.42250015,156.2144367,1,SMP,0
42,Laki-laki,PNS,12747228.83,1,56.77684005,172.0434938,1,SMP,1
42,Perempuan,Pegawai swasta,11229810.48,1,55.4351966,166.1682002,0,S1,1
33,Perempuan,Pegawai swasta,3127467.942,1,52.33827605,153.9764831,1,S1,1
25,Laki-laki,Pegawai swasta,16699503.5,1,62.74648961,177.6872252,1,S2,0
24,Laki-laki,Freelance,4164946.351,1,48.40960336,154.1433444,0,S1,1
41,Perempuan,Pengangguran,17348345.66,1,48.90644088,165.3117314,0,S1,1
38,Laki-laki,Pegawai swasta,6194026.452,1,51.40410768,169.9188046,0,SMA,1
58,Laki-laki,Freelance,14575058.32,1,53.9506434,145.0203549,0,S1,0
30,Perempuan,Pegawai swasta,5350477.207,1,48.62111537,170.3287494,0,S1,1
34,Perempuan,Pegawai swasta,4628641.553,1,68.39552504,186.6662462,0,S1,1
53,Laki-laki,PNS,17485334.13,1,56.87347897,161.1439364,0,S1,1
56,Laki-laki,Pegawai swasta,1500000,1,67.8686158,160.1406795,1,SMA,1
46,Perempuan,Pegawai swasta,6087207.126,1,62.78718208,164.8666883,0,S1,0
34,Laki-laki,Pegawai swasta,6915641.63,1,60.90515433,180.501036,1,S1,1
39,Laki-laki,Freelance,7065264.277,1,53.53739104,176.5087751,0,S1,1
40,Perempuan,PNS,10981869.6,1,71.4908074,181.633559,0,S1,1
38,Perempuan,PNS,15042438.92,1,62.15961325,167.1660109,0,S2,1
48,Perempuan,Freelance,6791570.205,1,80.00723377,179.7444619,0,S2,0
32,Perempuan,Pegawai swasta,5125865.923,1,53.13704595,179.819382,0,SMA,1
31,Laki-laki,PNS,9927317.746,1,46.42951515,150.3971353,1,S1,1
49,Perempuan,PNS,5898603.862,1,50.99658151,158.7460574,1,S1,1
33,Perempuan,Pegawai swasta,5406441.829,1,45.25106914,156.0504237,1,SMA,1
38,Perempuan,Pegawai swasta,4508708.63,1,71.2410388,160.8247393,1,S1,1
34,Laki-laki,PNS,6173554.3,1,60.32399347,173.1910058,0,S1,1
36,Laki-laki,Pegawai swasta,5004873.556,1,54.27392754,173.2688611,0,S1,1
49,Perempuan,Pegawai swasta,9723626.389,1,52.41895392,164.1269731,1,S1,0
34,Laki-laki,PNS,7083789.846,1,61.07166784,168.2720045,0,S2,1
53,Laki-laki,Pengangguran,7915237.825,1,51.60802505,172.2698239,0,S1,1
38,Laki-laki,Pegawai swasta,5827042.952,1,64.11184989,167.9385303,0,SD,1
26,Laki-laki,Pengangguran,5710418.285,1,50.94556615,154.5528282,1,SMA,0
40,Laki-laki,Pegawai swasta,15770940.43,1,63.62485465,173.7353254,1,S1,0
39,Perempuan,Freelance,9531565.236,1,54.73070051,179.0717376,0,S2,1
52,Perempuan,PNS,,1,53.50196546,152.3091546,1,SMA,1
49,Perempuan,PNS,10816697.66,1,49.15667877,171.8097319,1,S1,1
24,Laki-laki,PNS,9102476.266,1,55.83668819,161.5527522,0,SMA,1
36,Perempuan,Pegawai swasta,10427901.62,1,61.74742646,177.4596507,1,S1,1
32,Laki-laki,PNS,13376901.54,1,43.90159768,160.7365613,0,S1,1
39,Perempuan,Freelance,12772718.97,1,62.17480825,186.3216643,1,SMA,1
30,Laki-laki,Pengangguran,8785582.023,1,60.66937898,163.4316723,1,SMP,0
55,Laki-laki,PNS,5026688.874,1,77.60373635,155.0990543,1,SMA,1
52,Perempuan,Pegawai swasta,11086493.65,1,52.16123484,159.7160707,0,S1,0
51,Laki-laki,Pegawai swasta,5356565.076,1,65.45659576,168.3369037,0,S1,0
31,Laki-laki,Pegawai swasta,10850614.67,1,51.52861324,156.7730297,0,S3,1
23,Laki-laki,PNS,21929491.46,1,69.48289381,168.4234354,1,SD,1
32,Laki-laki,Pegawai swasta,5843361.373,1,66.15172194,164.7744149,0,SMA,1
43,Laki-laki,PNS,2780529.435,1,46.85220117,186.8128296,0,SMA,1
47,Laki-laki,Freelance,7610597.832,1,47.66780957,171.0186327,0,S1,0
44,Perempuan,Pegawai swasta,18449039.06,1,48.44102399,164.3271663,0,S1,1
52,Perempuan,Pegawai swasta,12361452.41,1,57.6621739,153.6850887,0,S1,0
44,Perempuan,Pegawai swasta,8591702.359,1,52.25122594,148.8285978,1,S1,1
35,Laki-laki,Pegawai swasta,6821844.755,1,54.7262541,163.4783004,1,SD,1
43,Laki-laki,PNS,9222078.915,1,45.97131898,162.2556777,1,S1,1
39,Laki-laki,Pegawai swasta,10931158.78,1,50.45962468,173.9500003,0,S2,0
39,Laki-laki,Pegawai swasta,11386272.39,1,53.53785715,182.5633989,0,S1,1
37,Laki-laki,Freelance,,1,55.74378141,175.8836656,0,S1,1
50,Laki-laki,Freelance,11998740.86,1,46.57447718,166.7459291,1,SMA,0
23,Laki-laki,PNS,13243885.01,1,54.13781727,158.3542366,0,S1,1
31,Laki-laki,Freelance,5782589.122,1,55.74348341,157.0971415,1,SMA,0
56,Perempuan,PNS,11912370.79,1,62.00286037,174.5890669,1,SMA,1
28,Perempuan,Freelance,12607330.17,1,65.26305449,161.5161602,1,S1,1
28,Perempuan,Pengangguran,3699845.562,1,43.66178191,160.0067303,1,SMA,1
29,Laki-laki,Pegawai swasta,6856749.456,1,48.63683669,172.8256731,1,S1,1
44,Laki-laki,Pegawai swasta,7164866.895,1,46.22178455,142.4111238,1,S1,1
31,Perempuan,Pegawai swasta,6603700.159,1,62.79348652,169.1691391,0,S1,0
26,Perempuan,Freelance,18517496.05,1,57.19876509,171.5221996,0,S1,1
22,Laki-laki,Pegawai swasta,9345627.083,1,45.74121261,165.6759738,0,S1,1
34,Laki-laki,PNS,10246690.34,1,52.3113897,166.0441011,1,S1,1
25,Laki-laki,PNS,5807296.861,1,54.11932817,164.8615254,1,S1,1
24,Laki-laki,PNS,8863057.158,1,64.28240985,176.3877948,1,SD,1
34,Laki-laki,Freelance,4544065.722,1,51.12186624,159.827859,1,S2,1
32,Laki-laki,Pegawai swasta,6898291.429,1,49.80176736,148.7752814,1,SMA,0
50,Laki-laki,Freelance,10416663.68,1,49.38446786,159.9579932,0,S1,0
38,Laki-laki,Freelance,7293200.931,1,59.10330092,154.6057883,1,S1,1
40,Laki-laki,,11431989.86,1,49.64025484,165.7247807,0,S3,0
46,Laki-laki,PNS,8578608.358,1,54.08316128,175.4998281,0,S1,1
23,Perempuan,Pegawai swasta,5468121.156,1,54.03399342,177.7061921,0,S1,1
26,Perempuan,PNS,20648984.77,1,58.56078782,160.8010067,0,SMA,1
36,Perempuan,PNS,9429661.686,1,47.5354848,160.1981192,1,S1,1
42,Laki-laki,PNS,3996920.381,1,61.25304529,138.5784588,1,S1,0
33,Laki-laki,Pegawai swasta,8383231.026,1,57.42755569,164.364815,0,S1,1
21,Laki-laki,Pegawai swasta,8923116.105,1,64.5710838,174.690423,1,S1,1
29,Perempuan,Pegawai swasta,11454848.25,1,45.35410482,152.696166,0,S1,1
45,Laki-laki,Freelance,12663771.41,1,45.54874093,155.4201271,1,S1,1
41,,Pegawai swasta,4351328.104,1,55.59084093,162.6287831,0,SMA,1
34,Perempuan,Freelance,,1,60.30564417,175.2418227,1,SMA,1
49,Laki-laki,Freelance,4951882.543,1,59.10039977,170.5299937,1,S1,1
60,Laki-laki,PNS,11750474.61,1,58.42712446,162.2863939,1,S1,1
23,Laki-laki,Pegawai swasta,6057414.311,1,58.02397984,179.8309722,1,SMP,1
35,Laki-laki,PNS,8534851.086,1,49.77692439,145.9824582,0,S2,1
36,Perempuan,Pegawai swasta,9763694.06,1,63.4921153,173.9366454,0,S1,0
32,Perempuan,PNS,6122188.863,1,53.22356544,169.7943835,1,S1,0
22,Perempuan,Pegawai swasta,13601916.81,1,61.45513987,175.1171364,1,S1,1
39,Laki-laki,Pegawai swasta,8837805.628,1,71.76718433,182.4711337,1,SMA,1
37,Laki-laki,Freelance,6270639.259,1,49.7725824,150.1629767,1,S1,0
32,Perempuan,PNS,6125761.607,1,48.03263378,160.4349411,1,S1,0
34,Laki-laki,PNS,8055122.416,1,55.24271759,151.1409522,1,SMA,1
50,Laki-laki,PNS,6822908.946,1,50.81285668,157.4495698,0,S1,1
44,Laki-laki,Freelance,4053439.157,1,54.11952412,165.7663137,1,SMA,1
37,Laki-laki,PNS,9756426,1,52.21080959,168.7134888,,S1,1
29,Perempuan,Freelance,5232237.825,1,46.3758425,160.2919288,1,S3,1
46,Laki-laki,PNS,10519144.95,1,93.69556268,192.2789614,1,SMA,0
58,Laki-laki,PNS,16255497.22,1,57.15545411,180.4031899,1,S2,1
52,Laki-laki,Pegawai swasta,16084805.31,1,52.02135628,164.7963362,0,SMP,0
33,Perempuan,PNS,3974207.94,1,54.97242397,176.0791366,1,S1,1
45,Laki-laki,Pegawai swasta,10430210.73,1,56.9639763,168.5811955,1,S1,1
51,Perempuan,Pegawai swasta,10022380.37,1,51.00415421,,1,SMA,1
32,Laki-laki,Pegawai swasta,5235929.888,1,58.46333486,169.6723326,1,S1,0
36,Laki-laki,PNS,9187287.755,1,53.32624768,165.8163788,1,SMA,1
45,Perempuan,Freelance,6707942.728,1,49.86342592,172.9556736,0,S2,1
30,Laki-laki,PNS,8164616.703,1,56.05616964,176.3120447,1,S1,1
42,Laki-laki,Pegawai swasta,4396663.008,1,46.05625342,177.352007,0,SMA,1
31,Perempuan,Pengangguran,6614609.546,1,75.87303401,181.7064337,1,S1,1
42,Laki-laki,Pegawai swasta,8633282.798,1,76.04598496,183.8860855,0,SD,1
51,Laki-laki,PNS,3373488.174,1,54.74808016,161.6387732,1,SMA,0
40,Laki-laki,Freelance,15358057.26,1,58.91014748,171.9820805,0,S1,1
35,Perempuan,Pegawai swasta,4358345.027,1,54.33645544,171.4559806,0,S1,0
50,Laki-laki,Pegawai swasta,8266058.628,1,59.37348803,158.3822376,1,SMA,1
40,Laki-laki,PNS,7365907.812,1,45.41289122,152.1260198,1,S1,1
24,Perempuan,Pegawai swasta,4152833.363,1,45.56256163,167.024288,0,SMP,1
21,Laki-laki,Freelance,8031543.409,1,46.83774356,157.7597189,1,S1,1
35,Perempuan,Pengangguran,3065913.265,1,54.77656006,172.8842658,0,SMP,0
44,Perempuan,Pengangguran,12073521.14,1,50.34130805,163.0274795,0,S1,1
57,Perempuan,PNS,8469775.199,1,54.11198266,142.4689382,0,S2,1
68,Laki-laki,Freelance,6362772.027,1,72.38288113,170.4745264,0,SMA,0
31,Laki-laki,Pegawai swasta,11089688.73,1,106.3149588,208.4378608,1,S1,1
41,Perempuan,Freelance,9466015.342,1,49.54392736,166.8133484,1,S1,1
46,Laki-laki,Pegawai swasta,10858323.91,1,57.90447862,151.451087,1,S1,1
31,Laki-laki,PNS,7776594.216,1,44.18150128,152.4389641,1,S1,1
21,Perempuan,PNS,9764689.698,1,50.85508923,168.0920622,0,S1,1
36,Laki-laki,PNS,6435542.12,1,68.49292384,176.2044729,0,S1,1
56,Laki-laki,PNS,9577834.799,1,44.87717091,139.2307347,0,S1,1
15,Laki-laki,Pegawai swasta,7783163.525,0,73.18287774,177.6324205,0,S1,1
37,Laki-laki,,4640634.483,1,54.17075729,154.3569148,1,SMA,1
27,Laki-laki,Freelance,9768926.057,1,51.56045111,151.5646521,1,S3,0
46,,Pegawai swasta,11555455.43,1,55.52944465,159.7548806,0,S1,1
43,Laki-laki,PNS,10465157.33,1,46.68245528,169.0812372,1,S2,0
47,Laki-laki,Pegawai swasta,6713149.174,1,59.538914,162.8824745,1,SMA,1
37,Laki-laki,PNS,3224147.119,1,43.15944274,173.0647636,0,SMA,0
50,Laki-laki,Pegawai swasta,9187636.598,1,55.31372764,186.9411726,0,SMA,1
42,Laki-laki,PNS,5295298.72,1,57.50767916,183.9287435,,S1,0
33,Perempuan,Pegawai swasta,9659854.136,1,51.22224312,182.0533888,0,S1,0
28,Laki-laki,Pegawai swasta,9102398.267,1,46.30194414,158.4916722,0,SMA,1
42,Perempuan,PNS,9796678.211,1,45.01757991,178.9706559,1,S1,1
35,Laki-laki,Pegawai swasta,6149949.445,1,45.43448118,174.863188,0,S2,1
23,Perempuan,Pegawai swasta,8867686.946,1,49.35774675,144.3916622,0,SMP,1
42,Laki-laki,Pegawai swasta,13554442.09,1,57.29446048,168.2691822,1,SMA,1
54,Laki-laki,PNS,4414979.519,1,49.96348466,161.0864733,1,SD,1
48,Laki-laki,Pegawai swasta,13213992.11,1,51.84771894,162.6528267,0,SMP,1
46,Perempuan,Pegawai swasta,17573493.9,1,62.37785698,178.2115228,1,S1,1
23,Laki-laki,Pegawai swasta,8020703.526,1,81.3875257,183.278819,1,S1,1
42,Laki-laki,Pegawai swasta,6645083.28,1,53.24482938,164.5538331,0,SMA,1
21,Laki-laki,Pengangguran,11655994.08,1,65.77221373,194.4013143,0,S1,1
44,Perempuan,Freelance,10159743.79,1,42.73223553,159.7796848,0,S1,1
39,Perempuan,PNS,23065162.97,1,55.85649147,158.7585516,0,S1,0
26,Laki-laki,Pegawai swasta,7189841.281,1,49.84149562,165.7569547,1,S1,1
50,Perempuan,Freelance,6904378.106,1,53.72334301,156.3765208,1,S1,0
39,Laki-laki,PNS,7781093.887,1,50.28415865,163.3436536,1,SMA,1
37,Laki-laki,Pegawai swasta,5769831.403,1,48.93919547,187.9953246,1,S1,1
40,Laki-laki,PNS,5215398.282,1,107.1732524,185.2203285,0,S1,0
29,Laki-laki,Pegawai swasta,14469803.57,1,49.31022365,171.5623588,0,SMA,1
27,Laki-laki,Pegawai swasta,8801232.231,1,69.38898858,192.6955267,0,S1,1
42,Laki-laki,Pegawai swasta,4799267.621,1,50.27474059,148.8341931,0,S1,0
33,Laki-laki,Pegawai swasta,8728328.438,1,66.78637434,162.7438526,,S1,0
39,Laki-laki,Pegawai swasta,6532533.117,1,52.76687866,,1,S2,1
37,Laki-laki,,3722680.191,1,47.56281731,167.2251627,0,SMA,0
48,Laki-laki,PNS,14386324.34,1,54.28355034,183.2601112,0,S2,1
37,Laki-laki,Freelance,7012504.316,1,56.62164866,160.3771994,1,SMP,0
40,Perempuan,PNS,9795855.303,1,46.07993533,166.1217676,0,S1,0
49,Laki-laki,Pengangguran,14230116.37,1,60.78194085,177.6147216,1,S2,1
47,Perempuan,PNS,5398842.305,1,56.75358519,172.1422165,0,SMA,1
21,Laki-laki,PNS,13285586.64,1,71.26532193,181.3917982,1,S1,1
40,Laki-laki,Pegawai swasta,6159369.46,1,47.23372336,140.8590237,0,S1,1
55,Laki-laki,,6563035.71,1,51.88668314,177.3268281,0,S1,1
51,Laki-laki,PNS,3445753.249,1,52.9965477,162.4439806,1,SMA,1
36,Laki-laki,Freelance,12068124.85,1,51.80960344,162.2477893,0,S1,0
19,Laki-laki,PNS,9459946.319,0,58.73515829,177.2564866,0,SMA,1
37,Laki-laki,Pegawai swasta,6441037.254,1,51.75377199,164.4530621,0,S1,0
40,Laki-laki,PNS,7699089.885,1,59.28187743,137.3682508,0,S1,1
30,Laki-laki,PNS,8753566.944,1,55.61310197,168.1358841,0,S1,1
41,Laki-laki,PNS,5169522.323,1,82.84439458,180.2361799,0,S1,1
30,Perempuan,PNS,5916420.119,1,57.800865,167.3816245,0,S1,0
48,Laki-laki,Pegawai swasta,12188641.31,1,47.98612731,173.9776074,1,SMA,1
36,Laki-laki,PNS,24042763.84,1,45.22341177,155.8026716,0,S1,1
41,Laki-laki,Pegawai swasta,11053341,1,46.25666968,168.7525621,1,S1,1
32,Perempuan,Pegawai swasta,3055756.291,1,50.93652928,163.5471098,0,S2,1
42,Perempuan,Freelance,5620939.617,1,63.31304411,169.4632803,0,,1
40,Laki-laki,PNS,5868542.644,1,82.28705277,175.8750604,0,SMA,1
51,Laki-laki,Pegawai swasta,5153147.23,1,59.51434733,165.689763,0,S1,0
39,Perempuan,PNS,10581564.12,1,50.29037898,158.4715798,0,SMA,0
49,Perempuan,PNS,4058998.826,1,46.87547942,161.6884505,1,S1,0
43,Laki-laki,Pegawai swasta,4271204.102,1,54.93021814,159.8400063,1,S1,0
35,Laki-laki,PNS,2872001.185,1,84.65701378,189.7481828,0,SMA,1
37,Perempuan,Pegawai swasta,8368865.252,1,47.92991782,164.2700871,0,S1,1
26,Perempuan,Pegawai swasta,12742562.21,1,44.68820055,164.0553916,0,S1,1
42,Laki-laki,Pegawai swasta,4764733.373,1,55.8027207,162.058295,0,S2,0
37,Perempuan,PNS,7924436.32,1,51.66359377,148.1776207,1,S1,0
28,Laki-laki,Pegawai swasta,4380132.303,1,55.92863223,157.4430521,0,S1,1
38,Laki-laki,Pegawai swasta,4695881.429,1,56.71270563,167.3772829,1,S1,1
52,Laki-laki,Freelance,10608899.24,1,52.16769864,154.4703797,0,S1,0
42,Perempuan,Pegawai swasta,6159798.101,1,52.27229694,167.1515625,1,SMA,1
54,Perempuan,Freelance,9050264.472,1,75.20107134,191.997933,1,SMA,0
46,Perempuan,PNS,8060551.149,1,62.94846234,159.4307466,0,SMA,1
30,Laki-laki,PNS,11069886.42,1,58.85056341,156.3371856,0,SMA,0
50,Perempuan,PNS,12205386.62,1,57.09872179,158.390975,1,SMA,0
36,Perempuan,PNS,8438205.449,1,44.77143597,154.0503529,1,SMP,1
38,Laki-laki,PNS,20655537.55,1,46.30773838,157.9017651,0,S1,1
56,Perempuan,PNS,7210191.498,1,55.34435979,152.5577042,0,S2,1
61,Perempuan,Pegawai swasta,25411969.12,1,51.22739735,173.755074,0,SMA,1
35,Laki-laki,Pegawai swasta,5667355.84,1,53.09519316,161.6608022,0,S1,1
42,Laki-laki,Pegawai swasta,6154710.756,1,47.62958885,156.0694701,1,S1,1
35,Laki-laki,Pegawai swasta,3774334.267,1,50.95932624,166.3981683,1,SMA,1
46,Laki-laki,Pegawai swasta,5698101.308,1,51.89259522,167.9272647,0,S1,1
42,,PNS,5844898.924,1,60.44500414,163.7211857,1,S1,0
50,Perempuan,PNS,10523229.6,1,57.92410452,159.2991223,1,S1,1
41,Laki-laki,Freelance,7954731.703,1,55.76038905,184.7707463,0,S1,0
38,Perempuan,Pegawai swasta,2902974.548,1,72.01349747,169.2266719,0,SMA,0
33,Laki-laki,PNS,7000189.384,1,54.19782026,180.8106407,0,S1,0
38,Perempuan,Pegawai swasta,6875523.562,1,66.05525994,163.7809567,0,SMA,1
74,Perempuan,Pegawai swasta,7043633.899,1,57.70553563,168.0036021,1,SMA,1
46,Laki-laki,,8631263.637,1,46.05344125,163.4802625,0,SMA,1
24,Laki-laki,PNS,7986805.033,1,45.96156114,151.9751323,0,S1,0
40,Laki-laki,Pegawai swasta,4968844.872,1,56.77735055,168.2875188,1,SMA,0
33,Perempuan,Freelance,2490738.909,1,66.24461756,164.2501976,1,S2,1
36,Perempuan,Pegawai swasta,8400168.936,1,55.33334522,172.5847603,0,S1,1
45,Laki-laki,PNS,7743509.2,1,52.41799267,174.6998392,0,S1,1
28,Perempuan,Pegawai swasta,13949078.81,1,63.868483,159.4633357,1,S1,1
20,Laki-laki,Pegawai swasta,7105419.6,1,67.88917429,166.2717268,1,SMP,1
50,Laki-laki,Pegawai swasta,9806252.14,1,59.37279549,197.3113387,1,S1,1
46,Laki-laki,Pegawai swasta,,1,68.34344437,173.5409318,1,S2,1
49,Laki-laki,,5463159.51,1,47.45491264,164.6067265,0,S1,1
50,Laki-laki,PNS,5756171.282,1,43.7076678,155.5675887,0,SMA,1
22,Perempuan,PNS,6161934.639,1,51.51758934,177.3085201,1,S2,1
43,Perempuan,Pegawai swasta,9520167.149,,51.03725911,162.4616615,1,SMA,0
49,Laki-laki,PNS,3385182.614,1,46.48264804,178.1910564,1,S1,1
39,Laki-laki,Pegawai swasta,5458317.55,1,62.21976268,165.6992132,0,S1,0
46,Laki-laki,Pegawai swasta,4676008.26,1,60.46442733,184.0595505,0,SMA,0
40,Laki-laki,Pegawai swasta,5234354.072,1,48.07467885,163.2110158,0,S1,0
51,Perempuan,PNS,4716425.467,1,57.63771499,187.9735169,1,SMP,1
30,Laki-laki,Freelance,5804035.776,1,43.77826294,170.3148654,1,S1,1
49,Laki-laki,Pegawai swasta,5192841.376,1,51.48072358,153.7643082,0,SMP,0
40,Laki-laki,Pengangguran,8362040.482,1,59.59746058,166.9584749,0,S1,1
38,Perempuan,Pegawai swasta,5026161.942,1,49.81485317,154.4865396,0,S1,1
20,Laki-laki,PNS,3813977.548,1,56.0597812,169.1562189,0,S1,1
30,Laki-laki,Freelance,,1,45.13258597,170.822031,0,SMA,0
30,Laki-laki,Pegawai swasta,8849930.609,1,46.98667533,158.1153527,0,S1,0
23,Laki-laki,Freelance,7732176.449,1,54.64281581,169.6411829,1,S1,1
48,Laki-laki,Pegawai swasta,7065753.586,1,51.84834873,160.8745252,0,SMP,1
60,Laki-laki,Pegawai swasta,5443331.393,1,48.83596857,169.9645402,1,SMA,1
38,Laki-laki,Pegawai swasta,7525904.267,1,65.32509708,169.4296179,1,SMP,0
53,Laki-laki,Pegawai swasta,16320157.33,1,57.16433016,169.7651567,1,SMP,1
28,Perempuan,PNS,6365059.704,1,59.40567196,165.3176707,1,SMA,1
30,Perempuan,Pegawai swasta,3239055.047,1,55.95563535,159.2613468,1,S1,1
38,Laki-laki,PNS,11646199.04,1,52.98041985,166.5863123,1,S2,1
36,Laki-laki,PNS,2533494.732,1,61.85941701,160.276019,0,S1,1
33,Perempuan,Freelance,5462493.576,1,62.61656932,164.891486,1,SMP,1
35,Laki-laki,PNS,9461051.411,1,51.17473787,162.9511601,1,S1,1
52,Laki-laki,PNS,10948468.89,1,55.17940342,184.4267323,0,S1,1
19,Perempuan,Pegawai swasta,4599071.804,0,47.85452341,166.1526912,0,SMA,1
40,Perempuan,PNS,5100475.467,1,53.76427165,171.8142886,0,,1
39,Laki-laki,Pegawai swasta,16549337.82,1,48.77026935,163.5803757,1,S1,1
27,Perempuan,Pegawai swasta,6666769.505,1,56.01786626,163.9601226,1,S1,1
38,Perempuan,PNS,5857610.191,1,63.07865112,164.8335766,1,SMA,1
53,Laki-laki,PNS,,1,74.34648855,175.5980174,0,S1,1
36,Laki-laki,PNS,14660848.9,1,51.58243315,184.346238,0,S1,0
38,Perempuan,PNS,5683247.155,1,47.59303101,148.1986788,0,S1,1
46,Laki-laki,PNS,6554270.662,1,55.20112713,172.5256737,1,S1,0
39,Perempuan,Pegawai swasta,12609091.15,1,80.93237367,197.4638669,0,SMA,1
46,Laki-laki,Pegawai swasta,17916066.55,1,45.18714528,149.3097537,0,SD,1
43,,Freelance,3367077.473,1,68.68457429,192.3289141,0,S1,1
42,Laki-laki,Pegawai swasta,6478138.286,1,47.29251435,162.6529212,1,SMA,1
45,Laki-laki,PNS,12248357.8,1,51.24956822,160.037238,1,S1,0
29,Laki-laki,PNS,11196419.4,1,47.11147562,162.057088,0,SMA,0
42,Laki-laki,Freelance,14694337.53,1,54.58178222,179.3480846,0,S1,0
42,Perempuan,Pegawai swasta,5783490.237,1,50.51900944,171.7732056,0,SMA,0
51,Laki-laki,PNS,4675574.564,1,73.39854502,167.1611943,0,SMA,0
41,Laki-laki,PNS,7189913.549,1,53.38696969,187.8820347,1,S1,0
23,Laki-laki,Freelance,4781469.113,1,63.18013779,190.2440978,1,SMA,1
52,Laki-laki,Pegawai swasta,9461819.101,,46.13752556,165.9879482,1,S1,0
39,Laki-laki,Pegawai swasta,10272015.95,1,50.57000077,160.2106684,1,SMP,1
35,Laki-laki,PNS,5126534.642,1,45.96425135,171.5479319,1,S1,1
42,Laki-laki,Pegawai swasta,4777531.318,1,61.65763533,158.4816448,0,SMP,1
31,Laki-laki,Pegawai swasta,11188229.69,1,48.38414132,154.0668691,1,S1,1
26,Laki-laki,Freelance,14622916.58,1,43.35869861,153.6270901,1,S2,1
37,Laki-laki,Pegawai swasta,4177833.678,1,49.88085885,165.1589962,0,S1,0
37,Laki-laki,Pegawai swasta,10689643.44,1,49.44955024,156.9034974,1,S1,1
50,Laki-laki,Pengangguran,19570906.37,1,51.11710206,181.9812774,0,S1,0
28,Perempuan,PNS,3800989.445,1,45.65221795,158.2544358,1,S2,1
32,Perempuan,Pegawai swasta,2435880.652,1,49.15695654,169.6052994,1,S1,1
36,Laki-laki,Pegawai swasta,16200623.32,1,67.67436349,158.4196507,0,S1,1
46,Laki-laki,Freelance,7392410.128,1,53.88781142,174.9893007,0,S1,1
32,Laki-laki,Pegawai swasta,4323305.555,1,54.1852583,176.9891589,0,S1,1
22,Laki-laki,Pegawai swasta,7501198.142,1,57.27167032,179.420886,0,S1,1
31,Laki-laki,Pegawai swasta,6586185.188,1,51.73154141,162.7111243,0,S2,0
46,Laki-laki,Pegawai swasta,5654625.968,1,43.34594224,159.5350421,0,S1,1
65,Perempuan,PNS,3573327.97,1,45.50288157,150.6552722,0,SMA,1
44,Laki-laki,Pengangguran,4365828.746,1,50.97891344,156.6400776,1,S1,1
55,Perempuan,Pegawai swasta,12518913.16,1,67.03147042,159.5798359,1,S1,1
27,Laki-laki,Pegawai swasta,6186266.028,1,46.21605359,152.9635718,1,SMP,1
50,Perempuan,Pegawai swasta,4217071.477,1,55.32187527,153.7185686,1,SMA,0
29,Perempuan,PNS,4817826.679,1,53.57134012,176.712992,1,SMA,1
43,Laki-laki,PNS,6329570.9,1,62.70282841,182.7574116,0,S1,0
34,Laki-laki,Freelance,2776701.212,1,46.22176816,165.5385884,0,SMA,1
35,Perempuan,Freelance,11052305.29,1,48.43565258,161.3572333,1,S1,1
43,Perempuan,PNS,7720610.644,1,59.45717785,170.4952097,0,S1,1
54,Laki-laki,PNS,7873961.128,1,68.70608798,179.1608734,0,S1,1
36,,Pengangguran,3002903.493,1,53.56344515,150.8061404,0,SMA,1
32,Perempuan,PNS,11509106.94,1,84.73695914,179.719033,0,SMA,0
50,Perempuan,Pegawai swasta,5891530.398,1,47.05328737,170.6080031,0,SMA,1
56,Laki-laki,PNS,11736624.8,1,72.46358581,176.3977012,1,,1
41,Perempuan,Pegawai swasta,10407156.74,1,51.29069412,162.9128815,0,SMA,1
32,Laki-laki,Pegawai swasta,2132730.979,1,51.61617774,168.9649525,0,SMA,1
34,Laki-laki,Pegawai swasta,12221897.45,1,45.50368318,162.3010637,0,SMA,1
60,Laki-laki,Freelance,4360306.408,1,48.52331553,148.5676677,0,S1,0
37,Laki-laki,Pegawai swasta,7125349.608,1,51.51671994,184.7349487,1,S2,1
36,Laki-laki,Pegawai swasta,9613655.998,1,51.11354442,167.4696034,1,S1,1
38,Perempuan,PNS,11301019.97,1,57.43533406,158.2202147,0,SMA,1
23,Laki-laki,Freelance,3345015.413,1,54.33212464,174.9259222,0,S1,1
44,Laki-laki,Pegawai swasta,6842742.861,1,47.76123635,175.9485541,0,S1,1
44,Laki-laki,Pegawai swasta,4276517.167,1,47.24820602,150.4097129,1,S1,1
40,Laki-laki,Pegawai swasta,6661456.034,1,52.29879499,169.5037301,1,SMA,1
42,Laki-laki,PNS,8649623.566,1,73.67969711,180.2184016,0,SMA,1
45,,PNS,8160423.095,1,69.92604198,184.5521079,0,SMA,0
37,Laki-laki,Pegawai swasta,2128724.191,1,48.20704145,153.5525461,1,S1,1
44,Laki-laki,PNS,4528034.821,1,54.8576125,159.1085512,1,S1,1
24,Laki-laki,Pegawai swasta,18886067.79,1,52.91172596,161.4374059,1,S3,1
10,Laki-laki,Freelance,12627099.85,0,55.93933366,173.5865976,1,SMP,1
