umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
45,Laki-laki,PNS,Palembang,16800439.32,1,0,47.12595574,162.1225801,Merpati,0,SMA,1,0.4383546
33,Laki-laki,Pegawai swasta,Bandung,8126572.841,1,0,49.09242285,159.0478664,Moonsilk,1,S1,6,0.599374694
34,Laki-laki,Freelance,Banda Aceh,7503641.571,1,0,47.64519154,158.6274653,Shoulder & Head,0,SMA,7,0.324730936
20,Laki-laki,Pegawai swasta,Kupang,3345212.908,1,0,43.88163016,150.0912026,Pantone,1,S1,1,0.391629531
36,Laki-laki,Freelance,Manado,10044900.72,1,0,48.34339048,181.0445528,Pantone,1,S1,3,0.390458674
43,Perempuan,Pegawai swasta,Mataram,7515414.52,1,0,62.23748184,,Merpati,1,S2,4,0.421214944
56,Perempuan,Freelance,Samarinda,4934343.241,1,0,49.60747341,157.9707158,Deadbuoy,0,SMA,1,0.30068075
44,Laki-laki,PNS,Medan,3808428.058,1,0,58.04645492,179.1357402,Deadbuoy,0,SMA,6,0.583432891
13,Laki-laki,,Medan,6130786.847,0,0,55.92843801,172.1075498,Merpati,1,,10,0.490389948
38,Perempuan,PNS,Semarang,5702706.999,1,1,53.23170286,188.1146691,Moonsilk,0,SMP,6,0.626808694
49,Perempuan,Pengangguran,Mataram,10385177.03,1,1,50.84401045,172.7708945,Merpati,1,SMP,5,1
38,Perempuan,Freelance,Surabaya,10468051.02,1,0,61.97488228,163.2108296,Merpati,0,S1,9,0.367925378
52,Perempuan,Pegawai swasta,Palu,12604604.98,1,1,54.7419527,156.4634617,Pantone,0,S2,10,0.906339495
37,Perempuan,Pegawai swasta,Medan,4788734.067,1,0,56.28533752,177.1835674,Pantone,0,S1,2,0.241292562
37,Perempuan,,Pangkalpinang,5113475.725,1,1,46.459363,156.8412051,Merpati,1,S1,7,0.570304464
27,Laki-laki,Pegawai swasta,Pekanbaru,10991105.13,1,1,49.75208784,142.9409008,Deadbuoy,0,S1,2,0.538109295
30,Laki-laki,Freelance,Makassar,13848459.59,1,0,59.245948,180.2890849,Moonsilk,1,S1,7,0.563467217
41,Laki-laki,Freelance,Bengkulu,6474562.457,1,1,52.46113361,179.4559999,Deadbuoy,1,SMA,9,0.730101617
41,,Pegawai swasta,Manado,8431281.002,1,0,48.60394574,141.9149232,Deadbuoy,0,S1,7,0.59771192
27,Laki-laki,PNS,Mataram,10225650.01,1,1,,168.8372426,Deadbuoy,1,S1,3,0.758737489
39,Laki-laki,Pegawai swasta,Bandung,5511731.98,1,0,50.74310656,177.8263471,Pantone,0,S1,10,0.540348135
27,Laki-laki,PNS,Bengkulu,11956754.59,1,0,47.93248339,171.1891896,Deadbuoy,0,SD,,0.479886665
44,Laki-laki,Pegawai swasta,Banda Aceh,6285378.237,1,0,48.58944058,160.7838942,Moonsilk,0,SMA,5,0.531987551
41,Perempuan,PNS,Surabaya,3641476.978,1,0,45.80647369,173.2049524,Merpati,0,S1,1,0.420563977
31,Laki-laki,Freelance,Bengkulu,11558001.69,1,1,52.12411238,165.2930534,Pantone,0,S1,7,0.553208898
44,Laki-laki,PNS,Makassar,6627666.9,1,0,77.46382302,188.9895495,Moonsilk,0,SMA,8,
36,Perempuan,PNS,Tanjung Pinang,6650626.027,1,0,55.30813629,170.9416898,Merpati,0,S1,7,0.617880369
37,Perempuan,Freelance,Ambon,8521684.833,1,0,44.71897548,170.5195647,Shoulder & Head,0,SMA,10,0.350698599
25,Laki-laki,Pengangguran,Padang,14451006.92,1,0,48.55305221,161.6832938,Pantone,0,S2,2,0.78613439
45,Perempuan,PNS,Tanjungselor,5584718.348,1,1,56.98709352,150.6521,Merpati,0,SMA,3,0.683009979
58,Perempuan,Pegawai swasta,Yogyakarta,13394160.67,1,0,49.46142484,149.3805861,Moonsilk,1,S1,3,0.608094692
51,Laki-laki,Pegawai swasta,Mamuju,11214590.78,1,1,62.68603609,158.4390725,Shoulder & Head,0,S1,6,0.872877459
35,Laki-laki,Pegawai swasta,Palembang,7642573.725,1,0,58.41097042,169.5937926,Deadbuoy,1,S1,10,0.577225877
47,Laki-laki,Pegawai swasta,Ambon,,1,0,82.83313835,194.8906817,Pantone,1,SMA,10,0.83219787
29,Perempuan,Freelance,Medan,8965928.032,1,0,57.5113868,158.5924879,Moonsilk,0,S1,1,0.098757067
24,Laki-laki,PNS,Mataram,9918161.002,1,0,59.9636415,166.0394904,Moonsilk,,S1,9,0.580916694
40,Laki-laki,Pegawai swasta,Manokwari,10147570.83,1,1,50.00551073,153.3811801,Shoulder & Head,1,SMA,2,0.767260754
38,Perempuan,Pegawai swasta,Palu,10960302.24,1,0,58.59734353,177.2187233,Deadbuoy,0,SMA,7,0.284020791
41,Laki-laki,PNS,Jakarta,9372532.226,1,1,51.94045992,156.7645128,Moonsilk,0,SMP,7,0.777095245
47,Laki-laki,Pegawai swasta,Tanjungselor,13847950.7,1,0,53.16192656,170.4853245,Moonsilk,0,SMP,4,0.486714934
28,Laki-laki,PNS,Samarinda,9826660.898,1,0,57.05204452,149.1442276,Deadbuoy,1,SMA,2,0.481478752
29,Laki-laki,Pegawai swasta,Denpasar,4947396.056,1,0,49.43419384,171.1525606,Deadbuoy,0,S1,10,0.48990949
37,Laki-laki,PNS,Sofifi,8846555.373,1,0,61.81383045,180.5518476,Deadbuoy,1,S1,3,0.624722358
49,Perempuan,Freelance,Gorontalo,5574143.61,1,1,63.37159382,152.609129,Deadbuoy,1,SMA,7,0.653683309
33,Perempuan,PNS,Padang,19281088.95,1,1,47.64727883,171.5522354,Deadbuoy,1,S1,3,0.705386682
23,Laki-laki,Freelance,Kendari,5037268.941,1,0,48.44502138,172.4683931,Shoulder & Head,0,SMA,9,0.385702978
38,Laki-laki,Pegawai swasta,Banda Lampung,6854867.35,1,0,54.75175215,158.7166736,Shoulder & Head,0,S1,10,0.447099724
62,Perempuan,Pegawai swasta,Manokwari,4545350.932,1,,50.94008624,177.375869,Moonsilk,0,SMP,3,0.499499996
50,Laki-laki,Pegawai swasta,Mamuju,14152387.9,1,0,49.29153683,156.2678183,Deadbuoy,0,S1,1,0.395825255
36,Laki-laki,PNS,Jambi,9733989.756,1,0,50.31224785,161.6887211,Moonsilk,0,S1,2,0.408704276
35,Laki-laki,Pengangguran,Jayapura,8011506.658,1,1,46.61239357,159.6229427,Merpati,0,SMA,10,1
47,Perempuan,PNS,Bengkulu,4824418.361,1,0,49.41479252,159.7670061,Deadbuoy,0,S1,8,0.541178502
41,Perempuan,PNS,Manado,3459022.699,1,1,77.08350317,167.847189,Shoulder & Head,0,SMA,5,0.677973891
46,Perempuan,Pegawai swasta,Mamuju,7975918.148,1,0,49.15172609,168.1106812,Merpati,0,S1,8,0.487955045
57,Laki-laki,Freelance,Sofifi,6594624.259,1,1,46.00533728,164.0974748,Merpati,0,S1,8,0.673464013
43,Perempuan,Pegawai swasta,Surabaya,14248932.25,1,0,50.93209147,171.5385614,Pantone,1,SMA,7,0.550381286
56,Perempuan,Freelance,Tanjungselor,14278955.23,1,0,48.58049307,143.3073167,Merpati,0,S1,5,0.364947127
26,Perempuan,Pegawai swasta,Tanjung Pinang,9845066.306,1,0,51.6789557,187.6278969,Merpati,0,S1,4,0.340864528
25,Laki-laki,Freelance,Surabaya,10297443.68,1,0,53.54377082,165.6014011,Deadbuoy,1,SMP,5,0.404277666
49,Laki-laki,PNS,Pekanbaru,10145432.04,1,0,52.1798563,171.8807637,Pantone,1,SMA,2,0.599107629
45,Laki-laki,Pegawai swasta,Palangkaraya,5416417.628,1,0,61.39429551,169.7058416,Pantone,1,SMA,10,0.64737759
37,Perempuan,PNS,Padang,9222794.143,1,0,49.88481416,164.7349123,Moonsilk,0,SMA,9,0.439962053
46,Laki-laki,PNS,Kupang,13727658.99,1,0,50.28655405,151.7685554,Moonsilk,1,S1,7,0.72307221
61,Laki-laki,PNS,Mataram,14613465.31,1,0,59.20201116,166.36906,Deadbuoy,1,S1,6,0.774137225
54,Laki-laki,Freelance,Palangkaraya,12959721.81,1,0,51.22258842,168.0782541,Deadbuoy,0,S1,2,0.459976524
54,Perempuan,Pegawai swasta,Semarang,5978815.19,1,0,50.28368973,169.1899354,Moonsilk,0,SMP,3,0.453576608
39,Laki-laki,Pegawai swasta,Pontianak,6326437.783,1,0,42.56166945,175.3615998,Merpati,0,S1,9,0.561537159
49,Laki-laki,Freelance,Banjarmasin,10474003.74,1,0,50.58359974,153.7921551,Shoulder & Head,0,SMA,1,0.43028113
44,Laki-laki,Pengangguran,Palembang,7850200.688,1,0,49.14858912,191.2885133,Pantone,0,S1,2,0.782725838
30,Laki-laki,PNS,Manokwari,11499844.61,1,0,45.11371383,164.8688206,Deadbuoy,0,SMA,2,0.480397299
56,Laki-laki,Freelance,Tanjung Pinang,7211263.246,1,0,64.89774231,,Deadbuoy,0,SMA,1,0.463645878
64,Perempuan,Pegawai swasta,Denpasar,4971254.149,1,0,50.42869779,142.3030203,Pantone,0,S1,4,0.425916941
47,Laki-laki,Pegawai swasta,Banjarmasin,7027157.147,1,0,43.87295261,168.6169838,Moonsilk,1,SMA,9,0.710686494
42,Laki-laki,PNS,Ambon,10561484.99,1,0,94.63213257,173.4115275,Merpati,0,,5,0.721611878
59,Laki-laki,PNS,Banda Aceh,5306973.65,1,0,54.63219193,170.0573535,Deadbuoy,1,SMA,2,0.712245553
49,Laki-laki,PNS,Gorontalo,12985889.34,1,0,50.40961138,162.3450939,Moonsilk,1,S1,10,0.944124827
29,Laki-laki,Pegawai swasta,Palembang,11926066.32,1,1,45.00002296,168.0648835,,0,SMA,3,0.585598619
20,Laki-laki,Pegawai swasta,Ambon,6747660.257,1,0,52.01844595,155.5509008,Merpati,1,SMP,1,0.39485474
21,Laki-laki,Pegawai swasta,Ambon,11680313.87,1,0,47.9052556,166.9654027,Shoulder & Head,0,S3,1,0.345945812
40,Perempuan,Freelance,Surabaya,9669256.588,1,0,52.76962311,179.2264218,Merpati,1,SD,6,0.433007215
49,Laki-laki,PNS,Yogyakarta,2127448.823,1,0,54.43823118,169.6267601,Deadbuoy,1,S3,6,0.674641407
37,Laki-laki,Pegawai swasta,Semarang,6444372.019,1,0,57.63334764,184.5670162,Deadbuoy,1,S1,6,0.507146676
41,Laki-laki,Pegawai swasta,Palembang,8164972.336,1,0,57.91146647,166.588532,Pantone,1,SMA,3,0.581255475
56,Laki-laki,Pegawai swasta,Palangkaraya,4867790.853,1,1,,175.0721353,Deadbuoy,0,SMA,9,0.861804927
49,Perempuan,Freelance,Pontianak,9068984.211,1,0,58.16151831,159.1754037,Moonsilk,1,SMA,2,0.328052355
41,Laki-laki,Pegawai swasta,Medan,6797617.739,1,1,56.4433468,153.0289443,Deadbuoy,1,S1,6,0.858144213
53,Perempuan,PNS,Palangkaraya,18487034.88,1,0,53.15027502,149.463709,Merpati,0,S1,2,0.527357079
40,Laki-laki,PNS,Pontianak,7410296.14,1,0,51.83769056,169.2609684,Deadbuoy,1,S1,1,0.586848121
48,Perempuan,PNS,Surabaya,5256471.701,1,0,49.79812831,160.7162529,Merpati,0,SMP,6,0.528688389
34,Laki-laki,,Bandung,9878401.825,1,1,74.23449072,179.6921176,Deadbuoy,1,S1,4,0.706499814
14,Laki-laki,PNS,Tanjungselor,7425036.165,0,0,53.40265759,182.4657386,Shoulder & Head,1,SMA,8,0.518796374
43,Laki-laki,Pegawai swasta,Surabaya,7495176.425,1,0,57.81711473,186.8012003,Moonsilk,1,SMA,9,0.696782127
44,Laki-laki,PNS,Banda Lampung,4413447.342,1,0,53.2487199,172.8466387,Pantone,,SMA,2,0.544257925
46,Laki-laki,Pegawai swasta,Yogyakarta,8607985.256,1,0,57.6436791,182.1659578,Shoulder & Head,1,SD,4,0.623775091
29,Laki-laki,Pegawai swasta,Palu,4946364.212,1,0,68.70309219,171.7869469,Moonsilk,0,SMA,5,0.445134235
30,Laki-laki,Pegawai swasta,Palembang,2534948.565,1,1,62.22333171,140.891852,Pantone,1,S1,5,0.610698267
34,Perempuan,Pengangguran,Jakarta,3392213.94,1,0,56.92165112,171.8863203,Moonsilk,1,S1,10,0.894219882
31,Laki-laki,PNS,Manado,6082899.125,1,0,,133.5340024,Deadbuoy,1,SMA,9,0.674144178
20,Perempuan,PNS,Bandung,11619188.62,1,0,57.69729644,171.1324568,Pantone,1,SMP,5,0.531854003
30,Laki-laki,Freelance,Bandung,6517724.486,1,0,63.48449497,167.2758498,Shoulder & Head,0,S1,6,0.276876672
31,Laki-laki,Pegawai swasta,Kendari,6107017.729,1,0,53.53195054,149.2135229,Deadbuoy,1,SD,7,0.517666474
37,Perempuan,Pegawai swasta,Bengkulu,5570148.308,1,0,57.13019593,188.5135909,Deadbuoy,1,SMA,9,0.465579042
37,Laki-laki,Pegawai swasta,Banda Aceh,4011432.886,1,0,43.80103,173.5167636,Shoulder & Head,0,S1,8,0.409662294
32,Laki-laki,Pegawai swasta,Yogyakarta,11909029.19,1,0,49.1764014,169.7338497,Shoulder & Head,0,S1,4,0.447102369
32,Laki-laki,Freelance,Bandung,7539951.302,1,1,50.62296579,164.5761109,Pantone,0,S1,7,0.553932163
54,Laki-laki,PNS,Sofifi,13004334.37,1,0,46.12128937,155.7757924,Shoulder & Head,1,S2,2,0.785415261
44,Laki-laki,Pegawai swasta,Kupang,9300144.996,1,0,59.61212269,189.5291948,Moonsilk,1,S1,6,0.567882554
35,Laki-laki,Pegawai swasta,Ambon,8697375.922,1,0,49.16844492,152.2879895,Shoulder & Head,0,SMA,4,0.43231012
59,Perempuan,PNS,Pangkalpinang,6838963.287,1,0,60.6136743,170.4234764,Shoulder & Head,1,S2,1,0.60097858
38,Laki-laki,Pegawai swasta,Tanjungselor,3919551.941,1,0,47.04516394,163.7771316,Pantone,0,S1,6,0.344455215
26,Laki-laki,PNS,Bengkulu,20931388.66,1,1,61.68057764,175.4259221,Deadbuoy,1,S1,4,0.703983233
46,Laki-laki,PNS,Denpasar,6129125.856,1,0,48.09429245,159.1619239,Merpati,1,S1,3,0.727220256
31,Perempuan,PNS,Tanjung Pinang,7958851.624,1,0,71.7253403,163.4803464,Merpati,1,SMA,3,0.494347123
43,Laki-laki,PNS,Semarang,2319489.771,1,,62.67806093,170.2869579,Shoulder & Head,0,SMA,6,0.78822515
39,Perempuan,Pegawai swasta,Mataram,15240657.76,1,0,58.20705763,163.4373245,Deadbuoy,1,S1,4,0.468229334
37,Laki-laki,PNS,Ambon,11069048.1,1,1,54.22047941,172.8998996,Merpati,1,S1,8,0.899404108
48,Perempuan,PNS,Tanjung Pinang,14188622.22,1,0,57.45590927,168.6369954,Merpati,1,S1,5,0.556324026
32,Laki-laki,PNS,Kupang,9668484.048,1,0,49.06185302,144.180042,Moonsilk,0,S1,7,0.529117262
55,Perempuan,PNS,Gorontalo,11651551.17,1,0,46.15908769,162.4366374,Moonsilk,0,S1,9,0.698252884
29,Laki-laki,PNS,Jambi,8393404.431,1,0,75.56057172,163.3389239,Pantone,1,S1,6,0.67415022
50,Laki-laki,Pegawai swasta,Gorontalo,4310001.75,1,1,56.95394958,172.8847808,Merpati,1,SMP,8,0.953454157
45,Laki-laki,Pegawai swasta,Padang,5197145.959,1,0,55.2505617,179.8888969,Merpati,0,S1,4,0.524650074
49,Laki-laki,Freelance,Pontianak,9955581.812,1,0,44.23269689,169.2044119,Moonsilk,,S1,4,
41,Laki-laki,PNS,Mamuju,10020695.46,1,0,,184.8866807,Moonsilk,1,SMA,2,0.657536664
39,Laki-laki,PNS,Jakarta,7409096.26,1,0,60.05218753,175.8694469,Merpati,0,S1,9,0.685439516
31,Perempuan,Freelance,Palu,3287403.102,1,1,59.963564,151.8153743,Deadbuoy,0,S1,6,0.450840893
35,Laki-laki,PNS,Samarinda,10933974.77,1,0,52.96542427,160.9572379,Moonsilk,0,S1,4,0.515792992
43,Laki-laki,Pegawai swasta,Ambon,5621207.207,1,0,56.68447495,168.6201896,Pantone,0,S1,2,0.49394285
49,Laki-laki,PNS,Semarang,11689433.07,1,1,55.76836537,181.4182501,Shoulder & Head,0,S1,7,0.960375947
50,Laki-laki,Pegawai swasta,Pekanbaru,10735701.73,1,1,45.72319281,164.0239334,Merpati,0,S1,3,0.726098018
33,Perempuan,Pegawai swasta,Bandung,11637197.05,1,0,68.70103018,186.4674643,Merpati,1,S1,2,0.335450526
40,Laki-laki,Pegawai swasta,Yogyakarta,8163580.52,1,0,60.63037484,160.5823165,Pantone,1,S2,9,0.662086624
40,Laki-laki,PNS,Kupang,18431161.22,1,0,51.68686476,163.9066331,Pantone,1,S2,10,0.737656314
37,Perempuan,Pegawai swasta,Mataram,7679673.457,1,0,50.71610702,165.3174115,Shoulder & Head,1,SMA,6,0.464264107
41,Laki-laki,Pegawai swasta,Surabaya,13810919.18,1,0,46.13046277,161.0897893,Pantone,1,S1,2,0.626420361
46,Laki-laki,Pegawai swasta,Jayapura,4666387.691,1,0,45.87207752,174.0705243,Pantone,0,S1,9,0.646583108
39,Laki-laki,Freelance,Pekanbaru,,1,0,57.42525156,179.628604,Moonsilk,1,S1,5,0.466021315
49,Laki-laki,Pengangguran,Manado,9669744.444,1,0,48.36149277,151.0680763,Moonsilk,0,S1,9,0.871464698
69,Laki-laki,Pegawai swasta,Tanjung Pinang,8550426.524,1,0,52.13170477,150.6093466,Pantone,1,S1,8,0.766142283
51,Perempuan,PNS,Manokwari,7795814.539,1,0,54.3804786,156.8491715,Moonsilk,1,S1,1,0.320884924
31,Laki-laki,Pegawai swasta,Banda Aceh,10269394.57,1,0,56.1038549,157.0218451,Merpati,1,SMA,4,0.403055195
44,Laki-laki,Pegawai swasta,Denpasar,5036381.232,1,0,49.5322708,179.9646669,Merpati,1,S1,1,0.565481682
60,Perempuan,Freelance,Padang,7356829.306,1,0,51.67481616,176.4600225,Merpati,0,SMP,5,0.384421224
44,Perempuan,Pegawai swasta,Kendari,9032350.653,1,0,63.55874742,161.4509757,Pantone,1,S1,5,0.507296084
40,Laki-laki,Pegawai swasta,Bengkulu,11583649.37,1,0,56.05574627,176.2161557,Pantone,1,S1,3,0.445506019
31,Laki-laki,PNS,Medan,8190888.306,1,0,47.24866113,167.7003588,Pantone,0,SD,9,0.548847094
35,Laki-laki,PNS,Serang,5684026.942,1,0,47.81769156,151.4246774,Moonsilk,0,SMP,7,0.627458458
53,Perempuan,Pegawai swasta,Banda Lampung,9505430.998,1,0,48.55816463,167.6611743,Merpati,1,SMA,1,0.470065221
27,Perempuan,PNS,Surabaya,7470170.492,,1,68.34188654,165.6102537,Shoulder & Head,0,S1,1,0.463039241
,Perempuan,Pegawai swasta,Mataram,22829658.72,1,0,66.86099762,175.9582499,Shoulder & Head,1,SMA,3,0.481302593
14,Laki-laki,Pegawai swasta,Bengkulu,13203360.3,0,1,44.2317922,165.9705181,Moonsilk,0,SMA,9,0.532317765
21,Perempuan,Pegawai swasta,Tanjung Pinang,10276697.83,1,0,52.12015783,147.1103305,Shoulder & Head,0,S1,9,0.386477452
53,Laki-laki,PNS,Makassar,7885203.752,1,1,53.16473323,169.9176916,Merpati,0,S1,7,0.951432972
37,Perempuan,Freelance,Pangkalpinang,6852866.791,1,0,64.39143571,161.2772208,Merpati,1,S2,8,0.352903481
40,Laki-laki,PNS,Manokwari,6878847.519,1,0,48.79556172,153.6356419,Moonsilk,1,SMA,6,0.60888888
42,Laki-laki,PNS,Padang,7392184.32,1,0,54.23129916,161.9359382,Moonsilk,0,SMP,2,0.592044208
53,Laki-laki,Pegawai swasta,Ambon,3031702.472,1,0,45.71922338,154.8772542,Merpati,0,SMA,5,0.541152496
32,Perempuan,Freelance,Padang,8308318.554,1,0,46.58575947,162.4669299,Deadbuoy,1,SMA,8,0.403004551
63,Perempuan,Pegawai swasta,Serang,5782207.282,1,0,47.62554938,159.8373616,Deadbuoy,0,S1,9,0.578760964
42,Laki-laki,,Samarinda,6072155.86,1,0,55.58746096,179.0469508,Deadbuoy,1,SD,6,0.639377083
55,Perempuan,Freelance,Pontianak,4340419.967,1,0,48.20925781,149.6949817,Moonsilk,1,S2,10,0.61832864
53,Laki-laki,PNS,Mamuju,6876727.913,1,0,68.59844701,188.1653472,Pantone,1,S1,2,0.714302357
23,Perempuan,PNS,Banjarmasin,3357681.647,1,0,88.03903277,168.9552449,Pantone,1,S1,2,0.457973562
53,Laki-laki,Pegawai swasta,Palembang,12645533.7,1,0,49.09139055,165.759564,Deadbuoy,1,S1,7,0.819024593
40,Laki-laki,PNS,Samarinda,9135517.319,1,0,58.6826922,166.8805117,Deadbuoy,0,SMA,9,0.55891681
37,Perempuan,Freelance,Palembang,5293927.421,1,0,61.72515993,165.8726592,Merpati,0,SMA,3,0.209612321
38,Laki-laki,PNS,Surabaya,8166573.345,1,0,48.99503354,169.3421079,Deadbuoy,1,S1,10,0.735139038
38,Perempuan,Pegawai swasta,Sofifi,16650569.97,1,0,55.72015127,172.4386818,Deadbuoy,1,S1,2,0.409009904
38,Laki-laki,PNS,Bandung,8126434.818,1,0,59.25485184,161.6216215,Merpati,0,S1,9,0.609252333
45,Laki-laki,Pegawai swasta,Kendari,4677631.915,1,0,73.71997947,177.3615283,Shoulder & Head,1,S1,9,0.703589416
51,Perempuan,Pegawai swasta,Samarinda,6758900.629,1,0,48.94244767,172.2591899,Deadbuoy,1,S1,6,0.621502405
49,Perempuan,PNS,Jambi,8213324.43,1,0,55.27877983,153.1581262,Moonsilk,1,SMA,8,0.623233861
41,Laki-laki,PNS,Banjarmasin,10763722.17,1,0,54.98458566,154.4290944,Moonsilk,1,S1,6,0.756752607
35,Perempuan,Freelance,Mataram,8261284.697,1,0,67.70724302,180.6453055,Moonsilk,0,SMP,1,0.170320069
,Laki-laki,PNS,Semarang,18088740.58,1,0,54.71575271,177.3801037,Pantone,0,SMA,9,0.845614035
36,Laki-laki,Freelance,Bandung,13240035.23,1,1,52.54636387,172.7223543,Moonsilk,0,S2,2,0.383387047
40,Laki-laki,Freelance,Gorontalo,6928478.827,1,0,49.28262148,162.2914621,Merpati,1,S1,8,0.503202992
28,Laki-laki,PNS,Kendari,,1,0,50.5888149,169.6092432,Deadbuoy,1,S1,10,0.681463607
45,Laki-laki,Freelance,Padang,5403592.877,1,0,46.14158213,154.1813895,Moonsilk,0,S1,8,0.42022461
44,Laki-laki,Pegawai swasta,Samarinda,9200943.742,1,0,64.66606697,155.4751141,Moonsilk,0,S1,6,0.532675209
34,Laki-laki,PNS,Padang,6931690.265,1,1,60.07203218,159.7821219,Shoulder & Head,1,S2,8,0.829432965
39,Laki-laki,,Sofifi,3128114.82,1,1,59.0208503,165.4239313,Shoulder & Head,0,S1,8,0.619859705
39,Laki-laki,Freelance,Surabaya,6456511.034,1,0,83.00295872,182.1262982,Shoulder & Head,0,S1,8,0.368988703
30,Laki-laki,Pegawai swasta,Manado,12727020.3,1,0,54.0473079,155.8896585,Moonsilk,0,S2,10,0.539964047
49,Perempuan,Pegawai swasta,Bengkulu,10069138.52,1,0,57.59170945,159.2882403,Pantone,1,S2,5,0.548516992
21,Laki-laki,Freelance,Medan,9122313.206,1,0,50.87491726,147.1674459,Merpati,0,S1,5,0.381430293
30,Perempuan,Pegawai swasta,Mamuju,13537913.49,1,0,65.54888864,165.9909409,Deadbuoy,0,S2,8,0.368133266
35,Laki-laki,PNS,Gorontalo,9380013.332,1,0,64.80871767,157.9522216,Pantone,1,S2,3,0.6271487
36,Laki-laki,PNS,Medan,3607524.179,1,0,47.914633,171.8003969,Merpati,1,SMP,2,0.56798309
23,Perempuan,Pengangguran,Padang,8452103.071,1,1,49.30261001,160.1552758,Moonsilk,1,SMP,1,0.899568527
42,Laki-laki,Pegawai swasta,Sofifi,9820928.625,1,0,44.45891105,160.8190901,Deadbuoy,1,SMP,4,0.622718009
38,Laki-laki,PNS,Mataram,4495338.485,1,0,50.87125353,158.3614897,Merpati,1,SMA,1,0.53354962
28,Laki-laki,Pegawai swasta,Pangkalpinang,15796854.31,1,0,60.70786699,167.8220007,Merpati,1,S1,2,0.482169926
45,Laki-laki,Pegawai swasta,Palu,10933553.64,1,1,51.93898333,158.5124724,Merpati,0,SMA,6,0.755988482
33,Laki-laki,PNS,Ambon,8051595.656,1,0,53.06051449,152.7445506,Merpati,1,S1,2,0.483379206
46,Perempuan,Freelance,Jambi,8479443.765,1,0,54.16361593,168.3461018,Moonsilk,0,S1,10,0.440414217
31,Laki-laki,PNS,Banjarmasin,6143995.445,1,0,64.06699164,168.61682,Moonsilk,1,SMA,2,
46,Laki-laki,Pegawai swasta,Padang,8257849.705,1,1,53.41340791,161.0938159,Shoulder & Head,1,S1,7,0.872551587
49,Laki-laki,Pegawai swasta,Jakarta,3938645.522,1,0,50.11497785,174.6624222,Deadbuoy,1,S1,4,0.544042445
39,Laki-laki,PNS,Semarang,7027128.97,1,0,55.58020829,144.8728651,Merpati,0,S1,8,0.630232928
38,Perempuan,Pegawai swasta,Surabaya,6940176.214,1,0,43.65500277,158.9621459,Moonsilk,1,S1,3,0.368930982
48,Perempuan,Pegawai swasta,Samarinda,3806909.505,1,0,47.35298843,163.5262904,Shoulder & Head,0,S1,9,0.485620069
48,Laki-laki,PNS,Gorontalo,12163747.13,1,1,57.24725862,151.6785933,Merpati,0,S1,7,0.92224099
29,Perempuan,PNS,Manokwari,9937128.304,1,0,50.83785214,168.3355661,Deadbuoy,0,S1,9,
41,Laki-laki,PNS,Sofifi,5971077.923,1,0,63.54809563,168.8922411,Moonsilk,0,S1,8,0.618235402
48,Perempuan,PNS,Samarinda,13526817.83,1,1,49.93786181,151.5330698,Moonsilk,0,S1,3,0.659471003
33,Perempuan,PNS,Tanjungselor,7422333.302,1,0,57.08538733,186.0922129,Shoulder & Head,1,S1,9,0.56490744
35,Laki-laki,Pegawai swasta,Banda Lampung,11231957.51,1,0,52.04341754,165.9179632,Merpati,0,SMP,4,0.400394744
51,Laki-laki,PNS,Banda Lampung,8178589.183,1,1,87.85080385,159.2859796,Moonsilk,0,S1,4,0.919840084
39,Laki-laki,Freelance,Banjarmasin,3867551.544,1,0,66.32810123,185.0604935,Moonsilk,1,S1,4,0.353654185
26,Laki-laki,Freelance,Manado,5333806.674,1,0,62.07086297,178.3870795,Shoulder & Head,0,S1,3,0.327317843
32,Perempuan,PNS,Bengkulu,7236545.956,1,0,57.38231649,176.8195426,Shoulder & Head,0,S2,7,0.429449971
26,Perempuan,PNS,Jakarta,10969852.88,1,0,58.27634056,159.4308532,Shoulder & Head,0,S1,4,0.365635775
71,Laki-laki,Pengangguran,Makassar,7701792.673,1,1,60.31931636,160.3144118,Shoulder & Head,1,SD,7,1
36,Laki-laki,PNS,Bengkulu,23473125.73,1,1,65.70688977,157.989776,Shoulder & Head,0,S1,4,0.744564548
41,Perempuan,PNS,Tanjungselor,9040001.237,1,0,43.50157482,154.5104031,Pantone,0,S3,4,0.464945149
44,Perempuan,Freelance,Pekanbaru,8042693.556,1,1,54.50995384,164.4432162,Shoulder & Head,1,S1,2,0.574602261
31,Laki-laki,PNS,Palembang,3329200.706,1,0,48.79017822,164.0258737,Pantone,1,S1,8,0.646276348
35,Laki-laki,Freelance,Jayapura,24651279.86,1,0,57.31905454,178.5521478,Deadbuoy,1,S1,1,0.383012256
45,Laki-laki,PNS,Banjarmasin,7613429.806,1,0,49.48433282,159.2276831,Moonsilk,1,S1,8,0.641041103
38,Laki-laki,Freelance,Serang,5887095.455,1,0,71.36249944,191.4838512,Moonsilk,1,S1,8,0.399575793
25,Perempuan,Pegawai swasta,Makassar,7427787.458,1,0,52.56817738,154.5195677,Shoulder & Head,0,S2,9,0.438131715
22,Perempuan,Pegawai swasta,Kendari,5381760.367,1,0,53.42238907,177.3743038,Merpati,0,S1,4,0.327073753
